pmid,geneId,diseaseId,label
19567509,6041,D011471,1
19567509,9213,D011471,1
19567511,2944,D008175,1
19567624,1493,D008180,1
19567624,2212,D008180,1
19567624,3663,D008180,1
19567624,5133,D008180,1
19567624,64127,D008180,1
19567624,7297,D008180,1
19569075,51299,D012559,1
19570052,64127,D003424,1
19570052,64127,D005767,1
19570226,6532,D010146,1
19570321,5243,D004827,1
19570335,5175,D009203,1
19571519,4524,D001172,1
19571519,7298,D001172,1
19571726,1509,D007562,1
19571734,348,D000544,1
19571771,1029,D001943,1
19573128,3375,D003920,1
19573128,389692,D003920,1
19573434,6347,D014376,1
19573459,4204,D015518,1
19573495,348,D000544,1
19573495,348,D008569,1
19573521,4128,D012559,1
19574674,3845,D015179,1
19574727,3630,D009765,1
19574962,5009,D006973,1
19575238,3459,D014397,1
19575238,4843,D014397,1
19575238,7099,D014397,1
19575259,3084,D012559,1
19575361,149233,D015212,1
19575361,55054,D015212,1
19575361,64127,D015212,1
19576565,54344,C567857,1
19576684,7157,D002583,1
19576930,6622,D005776,1
19576953,1789,D012559,1
19577280,672,D010051,1
19577318,84735,D003928,1
19577428,4524,D013274,1
19577488,1137,D020190,1
19577767,1138,D000230,1
19577767,1138,D008175,1
19578035,6473,D006130,1
19578366,1030,D005910,1
19578366,51750,D005910,1
19578367,1029,D005910,1
19578367,1030,D005910,1
19578367,137196,D005910,1
19578367,23187,D005910,1
19578367,51750,D005910,1
19578367,7015,D005910,1
19578646,4524,D001172,1
19578791,1378,D006973,1
19578808,5741,D000740,1
19578808,5741,D010024,1
19579025,1544,D001172,1
19579025,3123,D001172,1
19579612,3704,D015212,1
19579612,7172,D015212,1
19579695,3458,D002006,1
19579695,3569,D002006,1
19579695,3586,D002006,1
19579695,7040,D002006,1
19579695,7124,D002006,1
19581171,6583,D003093,1
19581171,6584,D003093,1
19581171,6583,D003424,1
19581171,6584,D003424,1
19581171,6583,D015212,1
19581171,6584,D015212,1
19581274,4976,D005902,1
19581335,57167,D016649,1
19581389,1544,D001172,1
19581389,1557,D001172,1
19581657,1559,D015179,1
19582456,7124,D001172,1
19582483,1184,D007674,1
19582483,57393,D007674,1
19582483,1184,D009800,1
19582483,57393,D009800,1
19582761,2956,D003110,1
19582761,673,D003110,1
19582762,3480,D009765,1
19582883,2263,D001943,1
19583678,7941,D012128,1
19584085,3606,D008180,1
19584152,7422,D004938,1
19584167,3553,D013274,1
19584272,10111,D010051,1
19584272,11073,D010051,1
19584272,4361,D010051,1
19584272,4683,D010051,1
19584272,472,D010051,1
19584272,580,D010051,1
19584272,5888,D010051,1
19584272,5932,D010051,1
19584272,672,D010051,1
19584272,675,D010051,1
19584272,83990,D010051,1
19584446,6653,D000544,1
19584580,672,D018567,1
19584580,675,D018567,1
19584771,217,D000437,1
19584773,3356,D001714,1
19585166,3117,D009103,1
19585166,3119,D009103,1
19585166,3123,D009103,1
19585237,151888,D001943,1
19585392,1312,D012559,1
19585577,7703,D011471,1
19585583,359,D018500,1
19585610,3856,D008105,1
19585610,3875,D008105,1
19585610,3880,D008105,1
19586533,1610,D001714,1
19586533,1610,D012559,1
19586561,2099,D000544,1
19586676,7099,D008103,1
19586676,9515,D008103,1
19586676,7099,D019698,1
19586676,9515,D019698,1
19586841,3586,D004715,1
19586929,64840,D005489,1
19587699,54901,D003424,1
19587699,54901,D003924,1
19587699,54901,D011565,1
19588081,2548,D006009,1
19588142,6775,D001172,1
19588468,3690,D001321,1
19588468,6532,D001321,1
19588543,7421,D001943,1
19589179,5468,D008659,1
19589503,627,D009771,1
19590054,6403,D002318,1
19590455,149233,D003424,1
19590455,55054,D003424,1
19590455,64127,D003424,1
19590691,6531,D010300,1
19590821,348,D000544,1
19590949,4193,D001943,1
19591129,340895,D000544,1
19591129,348,D000544,1
19591196,6580,D002779,1
19591196,6581,D002779,1
19591893,1576,D012559,1
19591893,1577,D012559,1
19591938,135,D006816,1
19591959,1728,D001249,1
19591959,2944,D001249,1
19592152,2068,D011225,1
19592152,328,D011225,1
19592152,7515,D011225,1
19592474,2147,D013927,1
19592474,2153,D013927,1
19592474,2147,D054556,1
19592474,2153,D054556,1
19593212,1363,D017379,1
19593212,1909,D017379,1
19593212,3600,D017379,1
19593212,4886,D017379,1
19593212,4887,D017379,1
19593212,4889,D017379,1
19593212,6423,D017379,1
19593445,572,D011471,1
19594299,6772,D010024,1
19594365,2539,D000755,1
19594365,2539,D020521,1
1959619,4538,D029242,1
19596330,241,D003324,1
19596401,6647,D000690,1
19596560,8991,D012559,1
19597293,2784,D003922,1
19597492,463,D001281,1
19597493,182,D013771,1
19597493,4851,D013771,1
19597886,7157,D013274,1
19597886,7157,D053842,1
19597986,672,D001943,1
19597986,675,D001943,1
19602000,1493,D008180,1
19602056,7157,D001943,1
19602223,181,D009765,1
19602481,1756,D008607,1
19602481,1756,D020388,1
19602509,5619,D007248,1
19602509,5620,D007248,1
19602509,58531,D007248,1
19602552,6531,D019970,1
19602558,79048,D006130,1
19603018,3845,D015179,1
19603018,673,D015179,1
19603024,3845,D015179,1
19603024,5290,D015179,1
19603024,673,D015179,1
19603067,3977,C537502,1
19603346,2322,D007951,1
19603346,3717,D007951,1
19603346,3815,D007951,1
19603529,4842,D001249,1
19603529,4846,D001249,1
19604090,1548,D013274,1
19604111,2153,D009203,1
19604111,2153,D020246,1
19604111,2153,D020521,1
19604412,5270,D029424,1
19604725,3682,D012507,1
19605475,3106,D015658,1
19605672,929,D001171,1
19605742,6775,D016736,1
19605749,6775,D012595,1
19605830,348,D008569,1
19605942,6647,D003866,1
19606050,672,D010051,1
19606050,675,D010051,1
19606064,5621,D007562,1
19606474,19,D003704,1
19606693,7124,D003093,1
19606696,5888,D015179,1
19607881,5080,D001321,1
19608015,10,D001249,1
19608021,3953,D007249,1
19608021,3953,D009765,1
19608030,27063,D002311,1
19608031,27063,D002312,1
19608031,7273,D002312,1
19608328,5054,D004715,1
19608585,1543,D008175,1
19609446,1493,D001327,1
19609446,1493,D014397,1
19609587,1636,D009765,1
19609668,672,D001943,1
19609668,675,D001943,1
19610060,2944,D013274,1
19610060,2952,D013274,1
19610067,6416,D015179,1
19615068,7124,D013274,1
19615670,2020,D001321,1
19615687,1559,D003324,1
19615687,1573,D003324,1
19615687,1579,D003324,1
19616291,2335,D053040,1
19617217,2263,D001943,1
19617217,27324,D001943,1
19617217,4214,D001943,1
19617217,672,D001943,1
19617217,675,D001943,1
19617217,841,D001943,1
19617644,51738,D003092,1
19617644,51738,D003093,1
19617644,7124,D003093,1
19618008,2147,D011655,1
19618008,2153,D011655,1
19618008,4524,D011655,1
19618008,2147,D019851,1
19618008,2153,D019851,1
19618008,4524,D019851,1
19618316,3553,D003324,1
19618316,3557,D003324,1
19618379,348,D000544,1
19620482,4595,D015179,1
19620488,2064,D001943,1
19620488,7153,D001943,1
19620853,2052,D004827,1
19620856,4312,D009203,1
19621417,2717,D000795,1
19621418,10483,D000742,1
19621425,2908,D007239,1
19621425,2944,D007239,1
19621425,2950,D007239,1
19621425,2952,D007239,1
19621425,3586,D007239,1
19621425,5243,D007239,1
19621425,2908,D054198,1
19621425,2944,D054198,1
19621425,2950,D054198,1
19621425,2952,D054198,1
19621425,3586,D054198,1
19621425,5243,D054198,1
19622037,5468,D012559,1
19622139,7421,D001249,1
19622243,3953,D009765,1
19622243,627,D009765,1
19622350,958,D029424,1
19623647,153,D009203,1
19623647,154,D009203,1
19623649,7157,D008175,1
19624857,4524,D002545,1
19624857,9446,D002545,1
19625010,5243,D002189,1
19625203,79068,D007333,1
19625203,79068,D009765,1
19625203,79068,D011085,1
19625220,4524,D020138,1
19625514,6506,D019970,1
19625741,2896,D000544,1
19625753,6532,D000544,1
19626132,2296,D005124,1
19626602,1026,D008175,1
19626602,2074,D008175,1
19626602,472,D008175,1
19626602,675,D008175,1
19626602,7157,D008175,1
19626602,7158,D008175,1
19626602,995,D008175,1
19628119,153,D006333,1
19628119,2869,D006333,1
19628284,4312,D009103,1
19628284,4314,D009103,1
19628284,4318,D009103,1
19628284,4321,D009103,1
19628406,1524,D003324,1
19628406,1524,D009203,1
19628422,3265,D009062,1
19629136,3123,D009103,1
19629678,7157,D001943,1
19629679,841,D001943,1
19630103,5743,D000230,1
19630103,5743,D002294,1
19630103,5743,D004938,1
19630534,4968,D000544,1
19631310,10999,C536271,1
19631445,7422,D011085,1
19631623,89832,D012559,1
19631630,5468,D000544,1
19631758,348,D000544,1
19633216,3605,D056486,1
19633731,4318,D015812,1
19633796,4524,D001172,1
19633944,348,D000857,1
19633944,348,D003704,1
19634143,27283,D003928,1
19634143,7416,D003928,1
19634143,7417,D003928,1
19634152,1019,D003924,1
19634152,1019,D009765,1
19634275,540,D006527,1
19634986,3952,D011225,1
19634986,3952,D017359,1
19635489,5423,D013274,1
19635727,2956,D010051,1
19635727,4292,D010051,1
19635727,4436,D010051,1
19635899,2944,D016778,1
19635899,2950,D016778,1
19635899,2952,D016778,1
19636294,6502,D010051,1
19636371,1956,D001943,1
19636371,2064,D001943,1
19636371,2099,D001943,1
19636371,5241,D001943,1
19636371,596,D001943,1
19636420,6648,D001195,1
19636420,6649,D001195,1
19636701,56946,D001943,1
19636701,595,D001943,1
19637098,3690,D050197,1
19637098,5028,D050197,1
19637342,2322,D015470,1
19637342,4869,D015470,1
19637776,7124,D005234,1
19638256,2917,D012559,1
19638433,7124,D056486,1
19638463,10111,D011471,1
19638463,2068,D011471,1
19638463,3014,D011471,1
19638463,3981,D011471,1
19638463,4361,D011471,1
19638463,472,D011471,1
19638463,672,D011471,1
19638463,9656,D011471,1
19638684,154,D001249,1
19638967,64127,D003424,1
19639019,348,D000544,1
19639031,54658,D015179,1
19639050,6347,D000787,1
19639050,6347,D006973,1
19639050,6347,D017202,1
19639194,4312,D011471,1
19639197,3845,D013274,1
19639206,4193,D001943,1
19639206,7157,D001943,1
19639209,2938,D001943,1
19639209,2939,D001943,1
19640273,2796,D001943,1
19640273,2798,D001943,1
19640273,2796,D011471,1
19640273,2798,D011471,1
19640310,2539,D005955,1
19640368,846,D006962,1
19640368,846,D007676,1
19640695,1906,D029424,1
19640773,120892,D000544,1
19640933,2212,D019867,1
19640933,2213,D019867,1
19641318,348,D000544,1
19641318,89832,D000544,1
19641318,348,D003704,1
19641318,89832,D003704,1
19641318,348,D015140,1
19641318,89832,D015140,1
19641318,348,D020774,1
19641318,89832,D020774,1
19641318,348,D020961,1
19641318,89832,D020961,1
19641473,1136,D008175,1
19641473,1138,D008175,1
19641478,9145,D012559,1
19642044,3458,D008175,1
19643578,11132,D012559,1
19643578,5167,D012559,1
19643578,6934,D012559,1
19643719,2944,D006258,1
19643719,2952,D006258,1
19643719,7157,D006258,1
19643813,7157,D008175,1
19643819,10,D006528,1
19643819,1543,D006528,1
19643819,1544,D006528,1
19643819,1548,D006528,1
19643819,1571,D006528,1
19643819,2944,D006528,1
19643915,9722,D016757,1
19643940,4312,D008175,1
19643940,4313,D008175,1
19643940,4314,D008175,1
19643940,4316,D008175,1
19643940,4318,D008175,1
19643940,4321,D008175,1
19644229,3356,D009771,1
19644412,7421,D008175,1
19644414,3783,D002544,1
19644414,3783,D009203,1
19644854,50615,D008180,1
19644859,1021,D001172,1
19644859,3798,D001172,1
19644859,5588,D001172,1
19644859,6366,D001172,1
19644859,79837,D001172,1
19644859,958,D001172,1
19644876,3663,D016736,1
19644876,55024,D016736,1
19644876,640,D016736,1
19644876,6775,D016736,1
19645625,54413,D001321,1
19645625,57502,D001321,1
19645626,4627,D003638,1
19645745,1080,D003550,1
19646183,3075,D008268,1
19646345,7099,D013700,1
19646633,6347,D001749,1
19646633,6387,D001749,1
19646633,6347,D002295,1
19647296,6648,D011471,1
19647329,1312,D012559,1
19648063,1636,D006331,1
19648752,23101,D011085,1
19648918,28,D010190,1
19648920,8000,D001749,1
19649163,29914,C535475,1
19649633,1807,D064420,1
19649706,4862,D001943,1
19649728,6462,D008180,1
19649760,672,D001943,1
19649760,675,D001943,1
19650139,84062,D012559,1
19650794,1543,D054058,1
19650939,4846,D006973,1
19651814,80339,D005234,1
19651814,80339,D007333,1
19651985,10660,D001943,1
19652122,3084,D012559,1
19652145,478,C538001,1
19652677,4204,D015518,1
19654594,4524,D002318,1
19654933,5444,D002318,1
19654933,5445,D002318,1
19655145,3106,D013167,1
19655145,3119,D013167,1
19655145,3123,D013167,1
19655167,1462,D013274,1
19655245,2023,D001943,1
19655363,255022,D000544,1
19656007,5167,D015228,1
19656415,11200,D010051,1
19656415,672,D010051,1
19656415,675,D010051,1
19656774,2263,D001943,1
19656774,4046,D001943,1
19656774,672,D001943,1
19656774,675,D001943,1
19657220,5265,D019512,1
19657220,5644,D019512,1
19657220,6690,D019512,1
19657220,5265,D050500,1
19657220,5644,D050500,1
19657220,6690,D050500,1
19657586,7157,D000544,1
19657586,7161,D000544,1
19657588,3313,D010300,1
19657731,7157,D001943,1
19657998,7515,D016393,1
19658300,1493,D002292,1
19658300,3552,D002292,1
19658300,3586,D002292,1
19658300,6347,D002292,1
19658300,6352,D002292,1
19658300,7124,D002292,1
19658300,1493,D007249,1
19658300,3552,D007249,1
19658300,3586,D007249,1
19658300,6347,D007249,1
19658300,6352,D007249,1
19658300,7124,D007249,1
19658300,1493,D007680,1
19658300,3552,D007680,1
19658300,3586,D007680,1
19658300,6347,D007680,1
19658300,6352,D007680,1
19658300,7124,D007680,1
19658300,1493,D009362,1
19658300,3552,D009362,1
19658300,3586,D009362,1
19658300,6347,D009362,1
19658300,6352,D009362,1
19658300,7124,D009362,1
19659749,4261,D009103,1
19659808,55054,D003424,1
19659808,64127,D003424,1
19660149,4524,D009765,1
19660836,5465,D000544,1
19661039,5243,D001943,1
19661077,4524,D015179,1
19661247,4323,D029424,1
19661372,3897,D010051,1
19661719,9370,D003324,1
19662431,4277,D003093,1
19662435,79602,D003550,1
19662435,8671,D003550,1
19662811,7157,D000230,1
19662811,7157,D005756,1
19662811,7157,D013274,1
19663315,2952,D008175,1
19663668,1394,D001249,1
19663668,2208,D001249,1
19663672,7422,D006258,1
19663673,4524,D015179,1
19664207,64127,D003424,1
19664276,348,D000544,1
19664521,2944,D029424,1
19664521,2952,D029424,1
19664686,1813,D006556,1
19664686,6531,D006556,1
19664744,22900,D001424,1
19664801,1636,D009203,1
19664850,348,D000544,1
19665066,4292,D015179,1
19666082,3553,D009765,1
19666123,23564,D006973,1
19666427,2099,D003324,1
19666518,59341,D007010,1
19666577,1312,D012559,1
19666577,6531,D012559,1
19666838,5468,D006973,1
19666869,54790,D009190,1
19666988,10,D008113,1
19667116,22926,D002318,1
19667116,22926,D006950,1
19667227,50484,C537477,1
19667492,4536,D006973,1
19668254,79068,D009765,1
19668339,10452,D000544,1
19668339,348,D000544,1
19668598,6347,D014607,1
19669005,1080,D003550,1
19669131,1813,D010300,1
19669131,1814,D010300,1
19669271,5009,D020163,1
19669271,5009,D022124,1
19669592,2068,D001749,1
19669596,2944,D008175,1
19669596,2952,D008175,1
19669607,10313,D000544,1
19669607,23759,D000544,1
19669769,4524,D015179,1
19671143,4780,D029424,1
19671143,9817,D029424,1
19671742,5300,D001943,1
19671832,4968,D008175,1
19671875,4846,D001943,1
19671906,5743,D015179,1
19672052,51131,D001249,1
19672052,57628,D001249,1
19672097,3565,D012220,1
19672139,2555,D000437,1
19672139,2555,D002189,1
19672139,2555,D014029,1
19672240,3356,D012559,1
19672240,84062,D012559,1
19672255,2067,D015179,1
19672255,3845,D015179,1
19672255,4524,D015179,1
19672255,7157,D015179,1
19672255,7515,D015179,1
19672284,7046,D017544,1
19672284,7048,D017544,1
19672312,2305,D002289,1
19672314,6927,D003924,1
19672401,5444,D002318,1
19672401,5444,D050197,1
19672595,1493,D008545,1
19672595,29851,D008545,1
19672595,940,D008545,1
19672705,1586,D001943,1
19672946,2322,D015470,1
19672946,4869,D015470,1
19672984,120892,D010300,1
19673019,2908,D003424,1
19673019,3586,D003424,1
19673019,7124,D003424,1
19673440,7422,D008268,1
19673747,4790,D000437,1
19673747,4792,D000437,1
19673747,5468,D000437,1
19673747,4790,D008104,1
19673915,2099,D008881,1
19673927,4041,D010024,1
19673941,19,D003327,1
19673943,153,D006973,1
19674023,3123,D003093,1
19674066,793,D010300,1
19674067,1471,D057174,1
19674083,57468,D004833,1
19674083,6558,D004833,1
19675376,7172,D054198,1
19676059,8626,C535289,1
19676059,8626,C535847,1
19676101,6531,D001289,1
19676106,7422,D013274,1
19679065,64127,D015179,1
19679065,7124,D015179,1
19679225,1538,D000163,1
19679225,27330,D000163,1
19679225,1538,D015658,1
19679225,27330,D015658,1
19679400,3845,D015179,1
19679608,1234,D017565,1
19679608,64127,D017565,1
19680269,187,D003324,1
19680270,128153,D000856,1
19680273,3075,D020256,1
19680273,387715,D020256,1
19680273,5654,D020256,1
19680446,10665,D011565,1
19680446,3107,D011565,1
19680589,157680,D010024,1
19681904,5300,D001943,1
19682377,7157,D001943,1
19682479,348,D050197,1
19683026,6532,D016584,1
19683391,4988,D010146,1
19683737,6405,D011471,1
19683737,7869,D011471,1
19684044,367,D016649,1
19684151,3606,D016706,1
19684152,6775,D008180,1
19684152,7133,D008180,1
19684474,1734,D006111,1
19684603,84159,D054198,1
19684957,7421,D055113,1
19685476,6530,D001289,1
19686240,627,D009410,1
19686742,3845,D015179,1
19686742,5290,D015179,1
19686742,673,D015179,1
19686769,2572,D015430,1
19687750,6532,D043183,1
19687781,4363,D029424,1
19688022,3643,D003924,1
19688040,11132,D003924,1
19688129,5292,D008175,1
19688691,1728,D006528,1
19688691,1728,D008113,1
19689504,267012,D001714,1
19690132,3106,D009220,1
19690132,3119,D009220,1
19690132,3123,D009220,1
19690184,7516,D015179,1
19690620,1312,D003924,1
19690620,3356,D003924,1
19690620,3358,D003924,1
19690970,1029,D015179,1
19690970,1030,D015179,1
19690970,1870,D015179,1
19690970,3479,D015179,1
19690970,4193,D015179,1
19690970,595,D015179,1
19690970,6790,D015179,1
19690970,7157,D015179,1
19690970,7161,D015179,1
19691478,3674,D013915,1
19691478,3690,D013915,1
19691487,7124,D013927,1
19691529,2908,D020275,1
19691954,114,D019964,1
19692420,84467,D011085,1
19692487,9536,D011141,1
19692684,1956,D008175,1
19692729,3123,D014376,1
19693665,51542,D009410,1
19693669,64127,D003424,1
19693800,23774,D001714,1
19693800,9889,D001714,1
19693800,23774,D012559,1
19693800,9889,D012559,1
19694741,6323,D004827,1
19694795,3106,D013262,1
19694819,654,D012559,1
19694819,81567,D012559,1
19694922,4524,D007172,1
1969501,1813,D000437,1
19695183,1812,D001289,1
19695183,1815,D001289,1
19695183,6616,D001289,1
19695459,3753,D008133,1
19695727,1019,D003924,1
19695855,3990,D009203,1
19696200,10767,D017085,1
19696200,4602,D017085,1
19696200,53335,D017085,1
19696200,10767,D017086,1
19696200,4602,D017086,1
19696200,53335,D017086,1
19696404,4846,D003324,1
19696477,1789,D016553,1
19696636,3133,D006086,1
19696695,3106,D013262,1
19696696,1636,D007676,1
19696756,4160,D009765,1
19696793,10257,D001943,1
19696793,1244,D001943,1
19696793,1555,D001943,1
19696793,1557,D001943,1
19696793,1559,D001943,1
19696793,1576,D001943,1
19696793,1577,D001943,1
19696793,216,D001943,1
19696793,218,D001943,1
19696793,2938,D001943,1
19696793,2944,D001943,1
19696793,2950,D001943,1
19696793,2952,D001943,1
19698078,9582,D015658,1
19698125,3117,D015440,1
19698125,3119,D015440,1
19698125,3123,D015440,1
19698125,3117,D015441,1
19698125,3119,D015441,1
19698125,3123,D015441,1
19699188,120892,D010300,1
19700393,2214,D001172,1
19700393,3123,D001172,1
19700612,3135,D011225,1
19700612,3805,D011225,1
19700857,149233,D003424,1
19701192,3559,D003922,1
19701703,7515,D001943,1
19701945,359,D018500,1
19701948,8243,D003635,1
19701969,64127,D002446,1
19702713,3552,D049970,1
19702713,3553,D049970,1
19702713,3554,D049970,1
19702713,3557,D049970,1
19702942,6422,D010024,1
19703064,4056,D001249,1
19703231,7040,D005873,1
19703807,554,D006130,1
19703807,554,D018500,1
19704056,1499,D015179,1
19704056,3845,D015179,1
19704056,673,D015179,1
19704056,7157,D015179,1
19704415,4846,D006973,1
19705361,23400,D010300,1
19706030,2624,D003324,1
19706030,4638,D003324,1
19706030,57514,D003324,1
19706030,8997,D003324,1
19706048,3557,D017449,1
19706048,7124,D017449,1
19706356,6648,D002583,1
19706472,4988,D010146,1
19706768,3251,D015212,1
19706803,595,D011471,1
19706814,2057,D001943,1
19706845,125,D015179,1
19706845,1571,D015179,1
19706845,217,D015179,1
19706847,1591,D003110,1
19706847,1594,D003110,1
19707039,2706,D003638,1
19707138,3929,D018805,1
19708438,3552,D055113,1
19708438,3553,D055113,1
19709125,5267,D006528,1
19710684,123041,D008545,1
19710684,3662,D008545,1
19710684,4157,D008545,1
19710684,434,D008545,1
19710684,4948,D008545,1
19710684,51151,D008545,1
19710684,7299,D008545,1
19710684,7306,D008545,1
19710913,5444,D003324,1
19711225,3553,D005759,1
19711225,3557,D005759,1
19711225,3569,D005759,1
19711225,3586,D005759,1
1971269,3115,D002446,1
19713222,7040,D006086,1
19714205,7091,D001249,1
19715466,1080,D003550,1
19715471,5818,D002971,1
19715471,5818,D002972,1
19715472,2706,D003638,1
19715475,4481,D050197,1
19715477,7422,D002318,1
19715479,1728,D003093,1
19715479,6648,D003093,1
19715905,54600,D005767,1
19715939,3077,D006432,1
19715939,3077,D006526,1
19716183,4153,D014069,1
19716217,1636,D003704,1
19716217,348,D003704,1
19716217,4524,D003704,1
19717029,2153,D020138,1
19717029,4524,D020138,1
19717029,2153,D020521,1
19717029,4524,D020521,1
19717398,6775,D008180,1
19718013,3815,D008545,1
19718438,8842,D005909,1
19718741,4583,D010033,1
19718741,4586,D010033,1
19718741,727897,D010033,1
19718741,4583,D010034,1
19718741,4586,D010034,1
19718741,727897,D010034,1
19719946,10804,D003638,1
19719946,2706,D003638,1
19719946,10804,D034381,1
19719946,2706,D034381,1
19720090,23411,D015658,1
19720501,57030,D012559,1
19720533,3123,D018979,1
19720974,348,D000544,1
19721000,63876,D019966,1
19721400,1312,D012559,1
19721717,10347,D012559,1
19721717,19,D012559,1
19721717,51454,D012559,1
19721717,84466,D012559,1
19721846,3351,D001289,1
19721846,627,D001289,1
19721846,6530,D001289,1
19721846,6616,D001289,1
19722042,3113,D004679,1
19722042,3117,D004679,1
19722042,3119,D004679,1
19722042,3123,D004679,1
19722128,348,D006527,1
19724844,1956,D000230,1
19724844,3845,D000230,1
19724844,1956,D008175,1
19724844,3845,D008175,1
19725133,4524,D004314,1
19725133,4524,D006330,1
19725958,5105,D003924,1
1972707,5184,D056732,1
19727120,22861,D014820,1
19727905,10491,D010024,1
19727905,2317,D010024,1
19727905,50650,D010024,1
19727905,5468,D010024,1
19727905,5745,D010024,1
19727905,6997,D010024,1
19728081,1647,D001943,1
19728844,1071,D054058,1
19728845,1080,D003550,1
19728932,3105,D008268,1
19728932,3106,D008268,1
19729099,4524,D012170,1
19729411,80339,D009765,1
19729836,554,D018500,1
19729864,6288,D002318,1
19729864,6289,D002318,1
19729970,1610,D012559,1
19729970,84062,D012559,1
19730395,1906,D011225,1
19730683,2304,D013964,1
19731200,4314,D029424,1
19731200,4318,D029424,1
19731200,4321,D029424,1
19731237,4353,D006528,1
19731237,6648,D006528,1
19731237,4353,D008104,1
19731237,6648,D008104,1
19731315,3304,D017719,1
19731315,3305,D017719,1
19731820,3077,D000741,1
19731979,1493,D006111,1
19731987,5241,D008579,1
19732761,7124,D006111,1
19732772,387129,D005767,1
19733160,5468,D009765,1
19733298,2312,D003876,1
19733298,2312,D007617,1
19733630,348,D000544,1
19733630,6750,D000544,1
19733643,3552,D010003,1
19733643,3553,D010003,1
19733643,3557,D010003,1
19733705,4524,D003324,1
19733838,10458,D001289,1
19733838,3398,D001289,1
19733838,492,D001289,1
19733838,51339,D001289,1
19733838,63974,D001289,1
19733838,8543,D001289,1
19734163,5071,D010300,1
19734241,1493,D049970,1
19734299,1080,D003550,1
19734476,3717,D015477,1
19734544,1736,D019871,1
19734901,23025,D000690,1
19734902,1191,D000544,1
19734902,348,D000544,1
19734902,8301,D000544,1
19734903,1191,D000544,1
19734903,1378,D000544,1
19735094,2643,D010300,1
19735829,8929,D006627,1
19737153,1493,D009103,1
19737283,1080,D003550,1
19737369,1493,D006331,1
19737548,5781,D009634,1
19738126,3845,D015179,1
19738170,1565,D000544,1
19738376,79001,D020521,1
19738388,3845,D015179,1
19738388,673,D015179,1
19738391,6326,D010523,1
19738398,348,D034381,1
19738989,3123,D001172,1
19739106,1813,D003693,1
19739106,6531,D003693,1
19740340,1493,D009103,1
19740541,578,D009410,1
19741061,2321,D012507,1
19741061,3791,D012507,1
19741061,7422,D012507,1
19741216,2521,D000690,1
19741564,4255,D008545,1
19741564,4292,D008545,1
19741564,4436,D008545,1
1974162,12,D010003,1
19741716,2215,D001327,1
19741716,6349,D001327,1
19742303,152,D006973,1
19742390,348,D000544,1
19742390,4524,D000544,1
19743954,3240,D002294,1
19743954,3240,D006258,1
19743955,153,D006973,1
19744012,1577,D004827,1
19744034,3569,D002318,1
19744034,3569,D011085,1
19744146,3575,D001171,1
19744146,3575,D001172,1
19744171,860,D002973,1
19744229,2121,D004613,1
19745105,153,D006973,1
19745105,153,D009400,1
19745201,3606,D001249,1
19746410,4524,D012559,1
19747414,3569,D009765,1
19747414,3952,D009765,1
19747414,3953,D009765,1
19747414,5443,D009765,1
19747414,9370,D009765,1
19747464,127933,D012559,1
19747469,348980,D001259,1
19748656,5729,D001249,1
19748656,5729,D006255,1
19748811,3172,D003924,1
19748847,2944,D015179,1
19748847,2950,D015179,1
19748847,2952,D015179,1
19748995,5467,D012878,1
19748995,5743,D012878,1
19749757,282617,D019698,1
19750100,2243,D009203,1
19750100,2244,D009203,1
19750100,3569,D009203,1
19750329,1543,D008175,1
19750560,348,D000544,1
19750928,3119,D006970,1
19750928,3119,D009290,1
19752047,3623,D016649,1
19752580,348,D012559,1
19752884,5243,D001943,1
19753122,6256,D002292,1
19753122,7421,D002292,1
19753122,6256,D007680,1
19753122,7421,D007680,1
19753663,886,D012559,1
19753840,672,D001943,1
1975561,3074,D012497,1
19755791,1524,D016893,1
19756183,3123,D014607,1
19756960,6648,D001943,1
19757024,1621,D001289,1
19757044,3606,D006528,1
19757086,149233,D008180,1
19758194,7421,D009103,1
19758203,7124,D013167,1
19758335,929,D014376,1
19758569,7076,D016889,1
19758569,7077,D016889,1
19758957,4353,D014820,1
19759553,929,D004485,1
19759555,3479,D006973,1
19760036,2099,D001943,1
19760040,2944,D001943,1
19760040,2950,D001943,1
19760040,2952,D001943,1
19760674,84062,D012559,1
19760750,7157,C538231,1
19761138,2099,D016889,1
19761764,7422,D008268,1
19762336,4194,D001943,1
19762360,6775,D008180,1
19762398,7124,D008180,1
19763137,5029,D002544,1
19763258,2550,D014029,1
19763258,9568,D014029,1
19763819,11200,D001943,1
19763819,79728,D001943,1
19763819,83990,D001943,1
19763884,79728,D001943,1
19764019,4000,C535705,1
19764997,4193,D001749,1
19764997,7157,D001749,1
19765191,8878,D000690,1
19765634,348,D000544,1
19765634,7329,D000544,1
19766158,1814,D012559,1
19766158,6531,D012559,1
19766166,319100,D001714,1
19766166,3308,D001714,1
19766176,100506658,D058186,1
19767079,114548,D000707,1
19767079,114548,D004342,1
19767079,114548,D005512,1
19768395,1636,D000860,1
19768395,3091,D000860,1
19768395,6390,D000860,1
19768395,6391,D000860,1
19768395,6392,D000860,1
19769793,7351,D009765,1
19769793,7352,D009765,1
19770777,183,D006973,1
19771175,6622,D019578,1
19772192,2395,D005621,1
19772428,4683,D013964,1
19772428,5888,D013964,1
19772428,7516,D013964,1
19772428,7517,D013964,1
19772594,51141,D009765,1
